device_id,transaction_id,device_type,ip,geo_country
DEV-001398,TXN-000989,web,172.109.120.137,US
DEV-001399,TXN-001667,atm,24.143.73.197,SG
DEV-001400,TXN-001438,mobile_android,19.85.33.164,AU
DEV-001401,TXN-000277,web,222.2.173.39,SG
DEV-001402,TXN-001090,mobile_ios,174.113.151.218,AU
DEV-001403,TXN-000153,pos_terminal,19.66.128.193,AU
DEV-001404,TXN-000691,web,211.95.135.17,SG
DEV-001405,TXN-000721,web,45.37.12.69,GB
DEV-001406,TXN-000288,pos_terminal,146.178.36.159,GB
DEV-001407,TXN-000799,mobile_android,223.242.209.174,AU
DEV-001408,TXN-000058,web,192.137.223.251,US
DEV-001409,TXN-000620,pos_terminal,212.104.161.206,GB
DEV-001410,TXN-000694,atm,30.13.45.46,NZ
DEV-001411,TXN-001738,web,160.26.251.147,US
DEV-001412,TXN-001904,pos_terminal,31.40.64.1,AU
DEV-001413,TXN-001911,web,138.245.244.14,NZ
DEV-001414,TXN-000852,web,110.163.224.16,AU
DEV-001415,TXN-000585,mobile_ios,183.218.188.165,SG
DEV-001416,TXN-001180,web,58.253.127.38,GB
DEV-001417,TXN-001992,mobile_ios,91.113.213.97,AU
DEV-001418,TXN-000888,web,168.234.225.174,NZ
DEV-001419,TXN-001335,pos_terminal,195.114.116.250,NZ
DEV-001420,TXN-000731,mobile_ios,112.40.191.251,GB
DEV-001421,TXN-001668,mobile_ios,194.71.64.74,GB
DEV-001422,TXN-000323,web,99.54.148.186,SG
DEV-001423,TXN-000982,atm,118.74.209.144,AU
DEV-001424,TXN-001077,mobile_android,41.169.50.251,SG
DEV-001425,TXN-000520,web,217.118.147.17,GB
DEV-001426,TXN-001558,atm,147.122.7.71,AU
DEV-001427,TXN-001929,mobile_ios,203.54.6.172,SG
DEV-001428,TXN-001425,web,20.179.23.138,GB
DEV-001429,TXN-000267,mobile_android,214.144.116.71,SG
DEV-001430,TXN-000037,mobile_ios,207.137.130.178,SG
DEV-001431,TXN-000632,mobile_android,220.241.181.242,NZ
DEV-001432,TXN-001874,atm,18.178.109.232,AU
DEV-001433,TXN-001420,mobile_ios,56.245.167.118,NZ
DEV-001434,TXN-001581,web,202.64.131.207,US
DEV-001435,TXN-000321,mobile_ios,198.100.87.191,US
DEV-001436,TXN-001608,web,83.251.241.143,GB
DEV-001437,TXN-000586,,213.30.241.169,NZ
DEV-001438,TXN-001487,mobile_android,80.142.97.66,GB
DEV-001439,TXN-001594,mobile_android,25.185.228.194,AU
DEV-001440,TXN-001874,mobile_ios,211.136.189.116,NZ
DEV-001441,TXN-001932,mobile_ios,219.239.113.96,AU
DEV-001442,TXN-001046,mobile_ios,187.87.216.127,AU
DEV-001443,TXN-000596,atm,71.251.230.157,US
DEV-001444,TXN-000538,mobile_ios,128.85.106.148,GB
DEV-001445,TXN-001616,mobile_ios,143.28.55.242,NZ
DEV-001446,TXN-000516,pos_terminal,198.93.238.102,US
DEV-001447,TXN-001129,,136.245.74.248,GB
DEV-001448,TXN-001856,web,215.236.156.189,AU
DEV-001449,TXN-001701,mobile_android,97.138.90.105,SG
DEV-001450,TXN-001451,web,137.97.32.225,SG
DEV-001451,TXN-001225,web,221.47.137.175,AU
DEV-001452,TXN-001466,mobile_ios,91.49.88.28,NZ
DEV-001453,TXN-001413,mobile_ios,123.145.190.122,SG
DEV-001454,TXN-001679,web,101.206.53.187,US
DEV-001455,TXN-001101,pos_terminal,207.40.131.182,AU
DEV-001456,TXN-000394,mobile_android,189.140.172.179,GB
DEV-001457,TXN-000911,pos_terminal,191.170.82.7,SG
DEV-001458,TXN-001472,mobile_android,198.169.176.16,SG
DEV-001459,TXN-000621,mobile_android,63.6.97.69,US
DEV-001460,TXN-001447,mobile_android,211.199.33.228,NZ
DEV-001461,TXN-001196,mobile_ios,223.37.186.147,GB
DEV-001462,TXN-999999,web,55.163.34.239,GB
DEV-001463,TXN-001301,pos_terminal,58.38.211.236,SG
DEV-001464,TXN-000219,mobile_android,82.136.166.233,NZ
DEV-001465,TXN-000745,mobile_ios,39.137.22.165,AU
DEV-001466,TXN-000985,mobile_android,151.247.38.17,SG
DEV-001467,TXN-000058,mobile_ios,129.202.99.81,GB
DEV-001468,TXN-000352,atm,90.254.16.247,NZ
DEV-001469,TXN-000501,mobile_ios,1.156.62.115,SG
DEV-001470,TXN-000922,pos_terminal,159.72.101.50,NZ
DEV-001471,TXN-001306,atm,86.80.67.168,SG
DEV-001472,TXN-000990,mobile_ios,29.92.198.144,SG
DEV-001473,TXN-001733,mobile_android,190.121.217.239,SG
DEV-001474,TXN-000027,mobile_android,167.154.136.50,NZ
DEV-001475,TXN-001652,web,193.67.255.158,SG
DEV-001476,TXN-001037,mobile_android,61.127.250.102,SG
DEV-001477,TXN-000408,pos_terminal,180.196.119.35,GB
DEV-001478,TXN-000820,mobile_android,221.27.172.223,GB
DEV-001479,TXN-001364,mobile_ios,153.78.47.196,NZ
DEV-001480,TXN-000208,mobile_ios,190.45.216.22,NZ
DEV-001481,TXN-001914,mobile_android,210.213.60.163,SG
DEV-001482,TXN-000528,mobile_android,51.196.42.184,SG
DEV-001483,TXN-000216,atm,200.87.50.24,NZ
DEV-001484,TXN-000318,pos_terminal,12.108.73.103,US
DEV-001485,TXN-001128,mobile_ios,207.206.130.241,SG
DEV-001486,TXN-001295,web,196.123.43.131,SG
DEV-001487,TXN-001042,web,196.184.14.167,AU
DEV-001488,TXN-001192,mobile_android,107.74.250.46,SG
DEV-001489,TXN-001263,web,30.55.32.185,US
DEV-001490,TXN-000480,web,26.64.248.217,SG
DEV-001491,TXN-000482,mobile_android,191.186.37.170,SG
DEV-001492,TXN-001834,mobile_ios,97.113.174.46,SG
DEV-001493,TXN-000291,atm,148.79.254.106,SG
DEV-001494,TXN-001008,web,135.86.86.99,AU
DEV-001495,TXN-000679,pos_terminal,50.67.51.229,US
DEV-001496,TXN-001584,atm,69.188.121.114,GB
DEV-001497,TXN-000609,atm,110.132.52.74,AU
DEV-001498,TXN-000858,mobile_android,218.104.200.11,SG
DEV-001499,TXN-001498,mobile_ios,67.190.126.64,GB
DEV-001500,TXN-000389,web,148.123.143.50,SG
DEV-001501,TXN-001884,web,117.47.254.255,US
DEV-001502,TXN-000516,mobile_ios,135.189.233.75,AU
DEV-001503,TXN-000964,web,79.34.171.161,AU
DEV-001504,TXN-000369,pos_terminal,188.82.81.155,SG
DEV-001505,TXN-001080,atm,109.23.231.244,US
DEV-001506,TXN-001060,mobile_android,178.24.59.211,NZ
DEV-001507,TXN-000706,mobile_ios,142.245.154.129,US
DEV-001508,TXN-001415,pos_terminal,105.159.200.87,GB
DEV-001509,TXN-000068,pos_terminal,20.4.174.50,NZ
DEV-001510,TXN-000919,web,190.69.124.149,AU
DEV-001511,TXN-000529,mobile_ios,22.130.184.14,AU
DEV-001512,TXN-001025,atm,101.86.28.199,NZ
DEV-001513,TXN-001536,web,59.30.194.157,NZ
DEV-001514,TXN-001147,pos_terminal,208.8.51.95,AU
DEV-001515,TXN-001522,mobile_android,175.40.49.2,AU
DEV-001516,TXN-001616,pos_terminal,198.128.35.148,SG
DEV-001517,TXN-001792,mobile_ios,3.237.194.60,SG
DEV-001518,TXN-001600,mobile_ios,188.42.55.178,US
DEV-001519,TXN-001631,mobile_android,163.103.112.224,GB
DEV-001520,TXN-000051,atm,193.144.8.8,US
DEV-001521,TXN-000331,mobile_ios,68.121.209.149,SG
DEV-001522,TXN-001379,mobile_ios,135.222.218.198,US
DEV-001523,TXN-000287,mobile_ios,49.226.165.14,SG
DEV-001524,TXN-000245,web,148.95.23.123,NZ
DEV-001525,TXN-000091,web,199.133.209.12,NZ
DEV-001526,TXN-000258,,215.222.164.255,AU
DEV-001527,TXN-001093,mobile_android,198.215.117.13,GB
DEV-001528,TXN-001863,web,122.160.174.49,GB
DEV-001529,TXN-000492,atm,5.17.222.205,SG
DEV-001530,TXN-000866,atm,197.231.247.52,AU
DEV-001531,TXN-000841,,5.99.102.218,AU
DEV-001532,TXN-001712,web,191.165.178.125,SG
DEV-001533,TXN-999999,,178.123.17.192,AU
DEV-001534,TXN-001996,atm,222.62.227.91,GB
DEV-001535,TXN-001427,web,220.11.70.158,AU
DEV-001536,TXN-000104,atm,213.171.131.76,US
DEV-001537,TXN-000816,mobile_android,198.159.240.134,SG
DEV-001538,TXN-000869,pos_terminal,140.89.246.81,GB
DEV-001539,TXN-000512,atm,129.68.26.80,AU
DEV-001540,TXN-001182,mobile_ios,187.115.69.19,GB
DEV-001541,TXN-001776,mobile_android,83.103.70.236,US
DEV-001542,TXN-000195,mobile_android,223.205.71.212,US
DEV-001543,TXN-001438,mobile_android,159.138.167.220,US
DEV-001544,TXN-999999,web,202.107.13.92,SG
DEV-001545,TXN-001921,mobile_android,89.89.121.222,US
DEV-001546,TXN-000008,pos_terminal,31.206.240.213,US
DEV-001547,TXN-001474,,43.59.221.85,AU
DEV-001548,TXN-001378,mobile_ios,36.41.196.166,AU
DEV-001549,TXN-000210,mobile_ios,107.165.190.206,US
DEV-001550,TXN-001856,mobile_android,203.198.58.91,SG
DEV-001551,TXN-001418,mobile_ios,16.189.96.233,SG
DEV-001552,TXN-000261,mobile_android,201.2.253.189,NZ
DEV-001553,TXN-000620,mobile_android,207.161.164.5,US
DEV-001554,TXN-001008,mobile_ios,1.26.141.194,AU
DEV-001555,TXN-001373,web,154.10.65.50,NZ
DEV-001556,TXN-001003,mobile_android,157.220.142.150,SG
DEV-001557,TXN-000881,pos_terminal,130.200.32.11,AU
DEV-001558,TXN-000690,mobile_ios,216.228.211.207,AU
DEV-001559,TXN-001923,mobile_android,186.30.167.123,SG
DEV-001560,TXN-000408,mobile_android,117.90.244.125,NZ
DEV-001561,TXN-000161,atm,16.207.216.206,US
DEV-001562,TXN-001976,mobile_ios,221.143.239.125,US
DEV-001563,TXN-000141,pos_terminal,5.147.52.39,NZ
DEV-001564,TXN-000944,atm,96.128.180.107,AU
DEV-001565,TXN-000810,mobile_android,200.28.138.172,NZ
DEV-001566,TXN-000575,mobile_ios,129.137.153.255,GB
DEV-001567,TXN-000684,pos_terminal,195.86.83.103,AU
DEV-001568,TXN-001159,atm,158.79.19.239,NZ
DEV-001569,TXN-000457,mobile_ios,12.111.122.126,SG
DEV-001570,TXN-001135,pos_terminal,183.147.103.112,US
DEV-001571,TXN-001598,pos_terminal,30.8.110.248,NZ
DEV-001572,TXN-000184,mobile_android,39.253.39.194,NZ
DEV-001573,TXN-001083,mobile_android,12.68.73.176,NZ
DEV-001574,TXN-999999,atm,132.41.108.28,NZ
DEV-001575,TXN-000042,web,92.72.100.37,AU
DEV-001576,TXN-000807,atm,110.232.208.1,US
DEV-001577,TXN-000314,pos_terminal,67.146.16.13,US
DEV-001578,TXN-001276,mobile_android,220.52.226.34,GB
DEV-001579,TXN-000445,mobile_android,154.79.151.243,GB
DEV-001580,TXN-000404,mobile_android,16.86.227.138,SG
DEV-001581,TXN-000360,mobile_android,155.102.21.159,SG
DEV-001582,TXN-001196,atm,206.183.136.215,SG
DEV-001583,TXN-000272,atm,196.26.152.108,AU
DEV-001584,TXN-000888,web,182.40.206.148,NZ
DEV-001585,TXN-001959,web,68.82.166.9,NZ
DEV-001586,TXN-001024,mobile_android,194.198.66.227,SG
DEV-001587,TXN-000841,pos_terminal,216.51.126.233,US
DEV-001588,TXN-000274,atm,156.116.185.143,US
DEV-001589,TXN-001347,atm,66.210.14.77,SG
DEV-001590,TXN-000867,atm,91.228.239.138,NZ
DEV-001591,TXN-001634,mobile_android,199.183.42.44,AU
DEV-001592,TXN-001807,mobile_android,180.168.245.27,US
DEV-001593,TXN-001252,pos_terminal,122.190.66.133,GB
DEV-001594,TXN-000124,pos_terminal,128.132.105.178,US
DEV-001595,TXN-001727,atm,205.40.36.63,AU
DEV-001596,TXN-000975,atm,67.126.175.145,US
DEV-001597,TXN-001912,pos_terminal,140.210.228.168,AU
DEV-001598,TXN-001874,web,196.70.11.163,NZ
DEV-001599,TXN-001313,mobile_android,158.114.71.128,US
DEV-001600,TXN-001155,atm,202.239.79.93,GB
